1 734
2 8913 5796
1 1769
2 433 433
3 4643 10677 3369
1 1937
1 1683
1 8342
1 2720
2 4401 5670
1 7020
4 7786 8676 3755 2933
1 4166
4 273 192 269 30
1 4276
2 426 426
1 2178
1 9896
2 8413 1899
1 203
1 4401
1 1708
2 2240 9221
2 493 493
1 171
1 2360
1 2937
5 8657 23 3271 3287 8085
1 220
1 7692
1 8643
1 4210
2 3342 6678
1 3194
1 5402
1 4401
1 815
1 771
1 3987
2 147 470
1 4761
1 278
2 411 411
2 411 411
1 9852
1 4230
1 3149
1 3372
1 1736
1 1507
2 3261 3455
1 743
1 8398
2 7673 9161
1 8271
3 6815 1939 727
1 879
1 1170
1 5080
4 339 339 303 303
6 2138 8083 1819 7155 205 449
3 1708 9897 747
1 9005
1 129
1 3991
2 454 454
2 480 480
1 769
7 9120 10625 201 202 2462 10500 4230
2 445 445
1 8588
1 8112
3 449 5618 449
1 26
1 3900
2 829 829
1 10500
2 1096 10598
1 3773
1 3782
3 359 359 10135
1 8363
1 812
2 2143 7566
1 769
2 3889 3601
1 743
1 4738
1 743
2 8412 8401
1 10515
1 1993
2 9824 2937
2 10209 9711
1 2982
10 848 817 9590 2533 5786 2163 1443 7547 510 2482
1 905
1 4401
1 4589
2 491 491
1 3991
1 6363
5 9956 8857 6869 3261 4665
10 4328 4363 2428 842 6899 4256 7672 7041 5830 4334
1 7408
1 190
10 9403 387 9880 9400 8406 9893 2380 9728 226 8673
10 2149 170 4358 3900 441 2147 2240 441 1429 3140
1 3991
1 6422
2 6232 6249
4 9602 7775 8411 10443
1 9243
2 543 714
1 8544
1 743
1 1839
2 480 480
2 430 430
1 3390
1 3135
1 1952
1 701
10 2119 1773 2296 2818 9026 1118 9024 227 2539 3031
5 1940 1925 1689 1978 1324
1 4401
1 4401
1 6223
5 279 4865 3295 987 8497
1 1819
1 4401
1 4401
1 38
1 5198
1 8398
1 1760
3 8535 9427 10164
1 743
1 3741
3 492 2174 492
1 879
1 708
2 445 445
1 1963
1 9737
1 743
3 2143 4397 2152
1 9788
1 728
1 3416
1 8509
1 92
1 3991
2 320 320
1 2009
1 7572
2 5132 2294
1 3147
2 310 310
2 9524 708
1 5035
