1 734
2 5796 8913
1 1769
2 433 433
3 10677 3369 4643
1 1937
1 1683
1 8342
1 2720
2 4401 5670
1 7020
4 2933 3755 7786 8676
1 4166
4 30 192 269 273
1 4276
2 426 426
1 2178
1 9896
2 1899 8413
1 203
1 4401
1 1708
2 2240 9221
2 493 493
1 171
1 2360
1 2937
5 23 3271 3287 8085 8657
1 220
1 7692
1 8643
1 4210
2 3342 6678
1 3194
1 5402
1 4401
1 815
1 771
1 3987
2 147 470
1 4761
1 278
2 411 411
2 411 411
1 9852
1 4230
1 3149
1 3372
1 1736
1 1507
2 3261 3455
1 743
1 8398
2 7673 9161
1 8271
3 727 1939 6815
1 879
1 1170
1 5080
4 303 339 303 339
6 205 1819 2138 8083 449 7155
3 747 1708 9897
1 9005
1 129
1 3991
2 454 454
2 480 480
1 769
7 201 202 2462 4230 9120 10500 10625
2 445 445
1 8588
1 8112
3 449 449 5618
1 26
1 3900
2 829 829
1 10500
2 1096 10598
1 3773
1 3782
3 359 359 10135
1 8363
1 812
2 2143 7566
1 769
2 3601 3889
1 743
1 4738
1 743
2 8412 8401
1 10515
1 1993
2 2937 9824
2 10209 9711
1 2982
55 508 533 708 725 776 817 848 868 887 889 983 1217 1232 1443 1448 1612 1874 1992 2053 2068 2161 2163 2159 2176 2326 2327 2394 2430 2481 2480 2482 2533 2595 3312 3644 3908 4318 4348 5105 5786 5846 6625 7258 7547 7764 9095 9590 10393 510 3565 3846 7757 9075 10451 10388
1 905
1 4401
1 4589
2 491 491
1 3991
1 6363
5 3261 4665 6869 8857 9956
15 842 1636 2428 2464 3566 4256 4328 4334 4363 5830 5838 6899 7041 7672 9871
1 7408
1 190
22 201 226 387 387 1773 1789 2327 2380 2594 2933 3991 5698 7538 8406 8673 9731 9728 9880 9893 10091 9400 9403
11 170 441 441 1429 2147 2149 2240 3147 3140 3900 4358
1 3991
1 6422
2 6249 6232
4 7775 8411 9602 10443
1 9243
2 714 543
1 8544
1 743
1 1839
2 480 480
2 430 430
1 3390
1 3135
1 1952
1 701
11 227 726 1773 2119 2296 2539 3031 9026 9024 1118 2818
5 1324 1689 1925 1940 1978
1 4401
1 4401
1 6223
5 279 987 3295 4865 8497
1 1819
1 4401
1 4401
1 38
1 5198
1 8398
1 1760
3 8535 9427 10164
1 743
1 3741
3 492 492 2174
1 879
1 708
2 445 445
1 1963
1 9737
1 743
3 2152 2143 4397
1 9788
1 728
1 3416
1 8509
1 92
1 3991
2 320 320
1 2009
1 7572
2 2294 5132
1 3147
2 310 310
2 708 9524
1 5035
3 2756 10720 6707
1 8573
11 491 491 776 1261 1282 1285 1684 2331 2545 2990 1869
2 476 476
1 769
1 766
1 10137
1 743
1 750
1 2539
1 1760
1 7266
1 9877
1 9828
3 354 354 3255
1 257
1 598
6 907 957 2466 3329 3318 3639
1 3991
2 336 336
1 6560
1 4401
1 1089
2 301 301
7 43 76 220 774 2068 7596 7672
1 1714
1 2146
1 1135
1 4778
2 310 310
1 9156
1 2178
2 445 445
1 2178
1 187
1 152
2 2669 2670
6 298 298 3236 3360 5826 5765
3 140 288 288
2 433 433
2 6509 6503
1 1819
1 3914
1 1419
3 324 324 1591
4 3810 3907 4192 4877
1 1726
1 829
2 2794 5664
1 743
3 2068 8476 591
1 8199
7 130 2143 3694 3935 5978 8736 9053
1 2035
1 2440
1 743
1 1053
3 748 1582 3251
1 4083
1 4401
1 5332
1 8027
3 23 717 2518
1 6855
1 3991
1 220
2 7258 9612
1 1726
5 50 150 973 2293 3035
2 344 344
2 2909 2912
1 1227
1 9727
1 3730
1 1739
1 10187
1 3987
1 1553
1 743
1 743
1 8328
3 502 1968 1964
1 743
8 29 1157 1683 3221 3225 6634 9827 3296
1 743
1 7721
2 467 467
3 3293 9798 2185
1 10369
1 893
3 1471 5340 7394
2 445 445
1 203
1 8743
1 2394
2 4200 6535
5 132 293 293 701 4760
17 43 64 336 441 336 441 520 844 1328 1612 1670 1724 1966 2280 3140 7692 10445
1 2485
1 3147
1 8873
1 3774
4 775 2159 6704 7027
1 802
1 9216
1 743
1 5636
4 1161 2551 2566 4219
1 6774
8 223 502 1958 1984 3137 4643 5695 6034
1 2481
1 5531
2 1683 9610
1 501
1 7198
1 3135
1 1710
1 9753
1 1723
2 905 905
1 48
1 174
1 8221
1 1813
1 4753
6 467 467 3312 7675 2011 4745
2 152 879
1 1723
2 1684 5679
2 359 359
2 3326 1534
1 1072
1 7192
1 5234
1 812
1 3914
1 4988
4 5131 7827 8883 8882
3 1044 3305 8195
2 467 467
1 4401
20 29 769 857 1933 2095 2333 2345 2460 2484 3126 6847 7498 9813 9802 9804 9809 9808 9799 10193 10196
2 370 370
1 890
1 4077
1 5936
1 190
1 3231
5 454 454 750 1285 5875
1 1964
7 1638 1773 3515 3540 3929 4266 4612
1 3958
1 208
1 708
1 1760
11 255 886 2363 2539 3317 3480 3667 3674 4407 1115 3022
3 9221 3389 7244
1 7994
2 475 475
1 29
2 5623 9242
1 743
3 3723 8622 8630
1 2461
1 10192
1 830
1 3910
1 3463
1 2380
47 29 61 214 223 432 445 432 445 533 534 571 907 990 1683 1717 1992 2053 2128 2159 2397 2470 2468 2481 2539 2824 2937 2987 3014 3029 3225 3194 3236 3360 3424 3959 4407 4490 4855 4998 6412 8179 8464 8607 8641 8807 3349 3662
1 4008
1 4792
2 819 818
1 750
1 1739
2 871 3779
1 745
1 4401
1 888
1 1769
1 706
1 8122
1 3033
1 6629
3 1685 4230 4520
1 6472
4 2425 2561 4551 8730
1 1865
1 3812
1 1760
1 10120
1 4401
3 1708 1940 2327
2 4819 4819
6 310 310 2053 2240 3773 5636
1 1293
2 2283 3567
1 1842
1 2800
1 882
1 801
10 363 363 1312 2161 2163 2631 3959 4732 3212 10162
1 3033
1 4234
2 1181 10171
2 43 64
1 1927
1 2860
1 156
6 3206 8063 2119 3228 6696 8446
1 6934
1 2230
1 743
1 3991
3 2456 2564 9299
2 9808 2929
3 310 310 4401
1 905
2 324 324
2 381 381
1 1129
1 8988
1 1829
1 5434
1 2759
25 29 68 390 449 390 449 502 857 907 1457 1968 2050 2095 2426 2436 3655 4267 4750 5249 7690 8513 8471 8466 9030 9827
1 8395
1 3943
1 2178
1 3991
4 2204 8588 8740 10090
1 769
18 775 810 1121 1282 1958 2415 2425 3160 3209 3456 3447 4061 10497 1881 2105 8569 9512 10274
1 220
1 29
1 5586
3 482 482 10568
1 10724
1 8986
1 1505
1 4401
1 1760
2 8469 930
1 52
1 1758
2 29 1914
1 2035
1 9041
1 3762
1 4401
1 7621
5 3003 8455 9079 9115 10008
1 3999
1 1768
1 1436
1 1827
1 6737
1 4366
1 1196
3 1723 1737 1061
2 8271 10142
1 983
1 29
1 49
1 2061
1 4538
1 159
1 1143
1 9894
5 751 1231 3131 6629 7669
1 4598
1 1621
1 10057
1 2035
1 886
2 1538 9613
1 285
2 354 354
1 3461
3 2872 5851 3112
1 829
2 8325 8005
1 812
1 6709
1 3958
1 1960
2 156 156
10 792 883 967 2456 4538 4748 6790 8631 195 8651
1 21
1 1188
2 159 3149
2 728 857
1 7188
1 1709
1 5198
1 2421
3 744 747 2415
2 433 433
2 354 354
2 493 493
2 1309 1677
2 2682 3288
1 599
1 1755
1 7860
1 1773
2 2561 2986
1 5274
2 209 599
1 1451
1 5684
1 3301
4 1301 1939 2377 2583
1 8551
2 3987 4401
1 1092
1 10545
1 2035
1 6414
1 5692
1 5571
1 2984
